year	n_occ_depobio	n_occ_fr	per_occ_depobio
2014	67	5152771	0.0013002712521088169
2016	486	5517231	0.008808766571492111
2017	324	7069429	0.004583114138355445
2018	3321	7089773	0.04684212033304874
2019	11263	7151868	0.1574833316274853
2020	80	6676600	0.001198214660156367
2021	375	4518086	0.008299974812343102
2022	12	3172440	3.782577448273253e-4
